youth_id,age,youth_county,youth_need_tags,resource_id,resource_name,resource_category,resource_county,eligibility_age_min,eligibility_age_max,matched_need_tags,match_score,default_priority,referral_method,website
YP-0396,15,Sussex,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0396,15,Sussex,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0396,15,Sussex,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary,R061,Delaware Parent Resources - Higher Education Guide,Education Navigation,Statewide,14,24,college,11,Low,Website navigation / caseworker support,https://delaware.gov/guides/parent-resources/
YP-0397,15,New Castle,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0397,15,New Castle,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0397,15,New Castle,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support,R027,Independent Resources Inc. Youth Transition Life Skills Program,Disability / Life Skills,Statewide,14,28,life_skills,12,Medium,Program inquiry / referral,https://www.iri-delaware.org/iri/25-transition-life-skills-program/
YP-0397,15,New Castle,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support,R046,Junior Achievement of Delaware,Financial Literacy & Career,Statewide,5,18,financial_literacy,12,Medium,School/community program inquiry,https://delaware.ja.org/
YP-0397,15,New Castle,career_pathway;case_management;college;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;postsecondary;transition_support,R061,Delaware Parent Resources - Higher Education Guide,Education Navigation,Statewide,14,24,college,11,Low,Website navigation / caseworker support,https://delaware.gov/guides/parent-resources/
YP-0398,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;internship;life_skills;postsecondary;professional_skills;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0398,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;internship;life_skills;postsecondary;professional_skills;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0398,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;internship;life_skills;postsecondary;professional_skills;transition_support,R019,YMCA of Delaware Teen Workforce Development,Employment,Statewide,15,19,internship;professional_skills,23,High,Interest form / program enrollment,https://www.ymcade.org/teen-workforce-development/
YP-0398,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;internship;life_skills;postsecondary;professional_skills;transition_support,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0398,15,New Castle,career;career_pathway;case_management;college;employment;financial_literacy;general_support;homelessness;housing;independent_living;internship;life_skills;postsecondary;professional_skills;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0399,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0399,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education;employment,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0399,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0399,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,education;employment,22,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0399,17,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0400,18,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary;young_adults,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;paid_work;postsecondary,33,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0400,18,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;employment;housing,33,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0400,18,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,housing;independent_living,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0400,18,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support;housing,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0400,18,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary;young_adults,R004,West End Life Lines Transitional Housing,Housing,Statewide,18,23,case_management;homelessness,23,High,Referral / eligibility screening,https://westendnh.org/programs/life-lines-programs/
YP-0401,14,New Castle,academic_support;career_readiness;case_management;education;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0401,14,New Castle,academic_support;career_readiness;case_management;education;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
